year,month,route,pax_to,pax_from,total_pax
2023,June,HYDERABAD-PONDICHERRY,667,714,1381
2023,June,HYDERABAD-PORT BLAIR,2011,2127,4138
2023,June,HYDERABAD-PUNE,21974,22716,44690
2023,June,HYDERABAD-RAIPUR,7884,8161,16045
2023,June,HYDERABAD-RAJAHMUNDRY,10348,10599,20947
2023,June,HYDERABAD-RANCHI,6233,5890,12123
2023,June,HYDERABAD-SHIRDI,4641,4999,9640
2023,June,HYDERABAD-SRINAGAR,5224,4080,9304
2023,June,HYDERABAD-SURAT,4192,4353,8545
2023,June,HYDERABAD-THIRUVANANTHAPURAM,8218,8837,17055
2023,June,HYDERABAD-TIRUCHIRAPALLY,4117,3812,7929
2023,June,HYDERABAD-TIRUPATI,24473,24851,49324
2023,June,HYDERABAD-UDAIPUR,2358,2532,4890
2023,June,HYDERABAD-VADODARA,4247,4362,8609
2023,June,HYDERABAD-VARANASI,9717,10323,20040
2023,June,HYDERABAD-VIDYANAGAR,94,75,169
2023,June,HYDERABAD-VIJAYAWADA,12120,12242,24362
2023,June,HYDERABAD-VISAKHAPATNAM,37403,39233,76636
2023,June,IMPHAL-KOLKATA,11990,8223,20213
2023,June,IMPHAL-SHILLONG,755,535,1290
2023,June,IMPHAL-SILCHAR,1715,1511,3226
2023,June,IMPHAL-TEZU,691,274,965
2023,June,INDORE-JABALPUR,1932,1915,3847
2023,June,INDORE-JAIPUR,2232,2260,4492
2023,June,INDORE-JAMMU,2247,2069,4316
2023,June,INDORE-JODHPUR,2044,1903,3947
2023,June,INDORE-KOLKATA,4110,3891,8001
2023,June,INDORE-LUCKNOW,3996,4198,8194
2023,June,INDORE-NAGPUR,1919,2002,3921
2023,June,INDORE-NASIK,1558,1191,2749
2023,June,INDORE-PUNE,5104,4939,10043
2023,June,INDORE-RAIPUR,6041,6332,12373
2023,June,INDORE-SHIRDI,1757,1210,2967
2023,June,INDORE-UDAIPUR,1607,1737,3344
2023,June,JAGDALPUR-RAIPUR,1197,1367,2564
2023,June,JAIPUR-JODHPUR,1970,1644,3614
2023,June,JAIPUR-KOLKATA,14243,13618,27861
2023,June,JAIPUR-LUCKNOW,2348,2446,4794
2023,June,JAIPUR-PANTNAGAR,1503,1500,3003
2023,June,JAIPUR-PATNA,113,89,202
2023,June,JAIPUR-PUNE,12770,11583,24353
2023,June,JAIPUR-SURAT,4156,3453,7609
2023,June,JAIPUR-UDAIPUR,2046,1994,4040
2023,June,JAMMU-LEH,1840,1989,3829
2023,June,JAMMU-SRINAGAR,16491,16356,32847
2023,June,JAMSHEDPUR-KOLKATA,193,134,327
2023,June,JEYPORE-VISAKHAPATNAM,162,383,545
2023,June,JHARSUGUDA-KOLKATA,1681,1496,3177
2023,June,JODHPUR-PUNE,1675,1804,3479
2023,June,JORHAT-KOLKATA,3842,3961,7803
2023,June,CUDDAPAH-VIJAYAWADA,295,276,571
2023,June,CUDDAPAH-VISAKHAPATNAM,304,353,657
2023,June,KALABURAGI-TIRUPATI,645,374,1019
2023,June,KANNUR-THIRUVANANTHAPURAM,1525,1695,3220
2023,June,KANPUR-LUCKNOW,0,102,102
2023,June,KOLHAPUR-TIRUPATI,1052,1671,2723
2023,June,KOLKATA-LILABARI,924,1178,2102
2023,June,KOLKATA-LUCKNOW,15080,17542,32622
2023,June,KOLKATA-MANGALORE,350,244,594
2023,June,KOLKATA-NAGPUR,5467,5690,11157
2023,June,KOLKATA-PATNA,14246,15689,29935
2023,June,KOLKATA-PORT BLAIR,24113,23754,47867
2023,June,KOLKATA-PUNE,14330,14949,29279
2023,June,KOLKATA-RAIPUR,10340,10721,21061
2023,June,KOLKATA-RANCHI,6851,6920,13771
2023,June,KOLKATA-RUPSI,1172,1199,2371
2023,June,KOLKATA-SHILLONG,1738,1306,3044
2023,June,KOLKATA-SILCHAR,9327,9889,19216
2023,June,KOLKATA-SRINAGAR,2398,1707,4105
2023,June,KOLKATA-SURAT,5412,4940,10352
2023,June,KOLKATA-TEZPUR,179,178,357
2023,June,KOLKATA-THIRUVANANTHAPURAM,306,340,646
2023,June,KOLKATA-VARANASI,4731,5134,9865
2023,June,KOLKATA-VISAKHAPATNAM,5081,5178,10259
2023,June,KULLU-SIMLA,46,79,125
2023,June,KURNOOL-VISAKHAPATNAM,706,664,1370
2023,June,LEH-SRINAGAR,1340,1153,2493
2023,June,LILABARI-SHILLONG,308,232,540
2023,June,LILABARI-TEZPUR,90,110,200
2023,June,LUCKNOW-NAGPUR,2135,1931,4066
2023,June,LUCKNOW-PANTNAGAR,829,803,1632
2023,June,LUCKNOW-PATNA,3770,3950,7720
2023,June,LUCKNOW-PUNE,10902,10049,20951
2023,June,LUCKNOW-RAIPUR,1292,1073,2365
2023,June,LUCKNOW-RANCHI,2073,1789,3862
2023,June,LUCKNOW-SRINAGAR,2531,2662,5193
2023,June,LUCKNOW-UDAIPUR,20,0,20
2023,June,MADURAI-TIRUPATI,190,196,386
2023,June,MADURAI-VIJAYAWADA,95,105,200
2023,June,MANGALORE-PATNA,142,110,252
2023,June,MANGALORE-PUNE,1919,1744,3663
2023,June,MANGALORE-RANCHI,120,18,138
2023,June,NAGPUR-NASIK,1695,1801,3496
2023,June,NAGPUR-PUNE,17536,18085,35621
2023,June,NAGPUR-THIRUVANANTHAPURAM,74,78,152
2023,June,PASIGHAT-TEZPUR,78,40,118
2023,June,PATNA-PUNE,5209,5073,10282
2023,June,PATNA-RANCHI,4383,3627,8010
2023,June,PORT BLAIR-VISAKHAPATNAM,1065,2862,3927
2023,June,PUNE-RAIPUR,2131,2152,4283
2023,June,PUNE-RANCHI,4823,5123,9946
2023,June,PUNE-THIRUVANANTHAPURAM,3473,3664,7137
2023,June,PUNE-VARANASI,4530,4698,9228
2023,June,PUNE-VISAKHAPATNAM,1585,1600,3185
2023,June,RAIPUR-VARANASI,15,0,15
2023,June,RANCHI-VISAKHAPATNAM,9,32,41
2023,June,SHILLONG-SILCHAR,347,379,726
2023,June,SHIRDI-TIRUPATI,195,285,480
2023,June,SHIRDI-VIJAYAWADA,1413,1536,2949
2023,June,TIRUPATI-VIJAYAWADA,1507,1695,3202
2023,June,TIRUPATI-VISAKHAPATNAM,1991,2156,4147
2023,June,VARANASI-VISAKHAPATNAM,238,163,401
2023,June,VIJAYAWADA-VISAKHAPATNAM,2150,1958,4108
2023,June,AHMEDABAD-GOA,13830,13403,27233
2023,June,AMRITSAR-GOA,3792,4863,8655
2023,June,BHUBANESWAR-GOA,2634,2210,4844
2023,June,GOA-VADODARA,1879,1839,3718
2023,June,BHOPAL-GOA,1917,1920,3837
2023,June,BENGALURU-GOA,21323,19732,41055
2023,June,GOA-MUMBAI,43418,44368,87786
2023,June,GOA-KOLKATA,2666,2306,4972
2023,June,COIMBATORE-GOA,2168,2065,4233
2023,June,DEHRADUN-GOA,1860,1800,3660
2023,June,DELHI-GOA,18313,19833,38146
2023,June,GOA-GUWAHATI,128,95,223
2023,June,GOA-HYDERABAD,10426,10521,20947
2023,June,GOA-NASIK,1578,1574,3152
2023,June,GOA-RANCHI,2070,1699,3769
2023,June,GOA-JAIPUR,4985,5103,10088
2023,June,GOA-LUCKNOW,871,1366,2237
2023,June,CHENNAI-GOA,1481,1822,3303
2023,June,GOA-NAGPUR,5037,5160,10197
2023,June,GOA-PATNA,2599,2409,5008
2023,June,GOA-PUNE,4683,4479,9162
2023,June,GOA-VARANASI,1799,1922,3721
2023,June,GOA-VISAKHAPATNAM,1936,1919,3855
2023,June,GOA-RAJKOT,1847,1742,3589
2024,June,ADAMPUR-HINDON,1661,1424,3085
2024,June,AGARTALA-BENGALURU,5413,5022,10435
2024,June,AGARTALA-CHENNAI,931,501,1432
2024,June,AGARTALA-DELHI,4539,5144,9683
2024,June,AGARTALA-GUWAHATI,9425,10536,19961
2024,June,AGARTALA-IMPHAL,1557,2207,3764
2024,June,AGARTALA-KOLKATA,34136,34626,68762
2024,June,AGATTI ISLAND-BENGALURU,266,157,423
2024,June,AGATTI ISLAND-GOA,228,195,423
2024,June,AGATTI ISLAND-KOCHI,1179,1775,2954
2024,June,AGATTI ISLAND-KOZHIKODE,107,155,262
2024,June,AGRA-BENGALURU,2908,2746,5654
2024,June,AGRA-LUCKNOW,1098,803,1901
2024,June,AGRA-MUMBAI,2065,2020,4085
2024,June,AHMEDABAD-AMRITSAR,2988,3272,6260
2024,June,AHMEDABAD-AURANGABAD,1914,1436,3350
2024,June,AHMEDABAD-BAGDOGRA,3409,3616,7025
2024,June,AHMEDABAD-BELGAUM,621,573,1194
2024,June,AHMEDABAD-BENGALURU,33554,33685,67239
2024,June,AHMEDABAD-BHOPAL,3759,3956,7715
2024,June,AHMEDABAD-BHUBANESWAR,2024,1976,4000
2024,June,AHMEDABAD-BHUJ,903,848,1751
2024,June,AHMEDABAD-CHANDIGARH,8825,8727,17552
2024,June,AHMEDABAD-CHENNAI,16908,16540,33448
2024,June,AHMEDABAD-COIMBATORE,837,605,1442
2024,June,AHMEDABAD-GOA,14820,15203,30023
2024,June,AHMEDABAD-DEHRADUN,5018,4517,9535
2024,June,AHMEDABAD-DELHI,88880,107715,196595
2024,June,AHMEDABAD-DIU,1430,1302,2732
2024,June,AHMEDABAD-DURGAPUR,131,158,289
2024,June,AHMEDABAD-GOA,13551,14090,27641
2024,June,AHMEDABAD-GWALIOR,281,455,736
2024,June,AHMEDABAD-HYDERABAD,17964,15920,33884
2024,June,AHMEDABAD-INDORE,4771,5488,10259
2024,June,AHMEDABAD-JABALPUR,21,41,62
2024,June,AHMEDABAD-JAIPUR,7975,8429,16404
2024,June,AHMEDABAD-JAMMU,2452,1938,4390
2024,June,AHMEDABAD-JODHPUR,1838,1528,3366
2024,June,AHMEDABAD-KOCHI,5150,5013,10163
2024,June,AHMEDABAD-KOLKATA,14216,14021,28237
2024,June,AHMEDABAD-LUCKNOW,12271,13596,25867
2024,June,AHMEDABAD-MUMBAI,81345,88590,169935
2024,June,AHMEDABAD-NAGPUR,4319,4177,8496
2024,June,AHMEDABAD-NANDED,912,867,1779
2024,June,AHMEDABAD-NASIK,1805,1675,3480
2024,June,AHMEDABAD-PATNA,5102,5192,10294
2024,June,AHMEDABAD-PUNE,21889,22212,44101
2024,June,AHMEDABAD-RAIPUR,2061,1987,4048
2024,June,AHMEDABAD-RAJKOT,1103,927,2030
2024,June,AHMEDABAD-RANCHI,3187,3171,6358
2024,June,AHMEDABAD-SRINAGAR,4948,4229,9177
2024,June,AHMEDABAD-UDAIPUR,530,537,1067
2024,June,AHMEDABAD-VARANASI,4866,5244,10110
2024,June,AHMEDABAD-VISAKHAPATNAM,465,471,936
2024,June,AHMEDABAD-AYODHYA,6795,6911,13706
2024,June,AIZAWL-BENGALURU,116,160,276
2024,June,AIZAWL-DELHI,3302,3552,6854
2024,June,AIZAWL-GUWAHATI,8247,8906,17153
2024,June,AIZAWL-IMPHAL,871,760,1631
2024,June,AIZAWL-KOLKATA,9081,6683,15764
2024,June,AIZAWL-SHILLONG,247,352,599
2024,June,KISHANGARH-LUCKNOW,483,525,1008
2024,June,KISHANGARH-NAGPUR,527,675,1202
2024,June,KISHANGARH-PUNE,1018,1121,2139
2024,June,KISHANGARH-SURAT,204,159,363
2024,June,HINDON-KISHANGARH,404,559,963
2024,June,BENGALURU-PRAYAGRAJ,2784,2749,5533
2024,June,BHOPAL-PRAYAGRAJ,1489,1625,3114
2024,June,BHUBANESWAR-PRAYAGRAJ,1787,1824,3611
2024,June,BILASPUR-PRAYAGRAJ,261,330,591
2024,June,DEHRADUN-PRAYAGRAJ,1371,1467,2838
2024,June,DELHI-PRAYAGRAJ,6871,6786,13657
2024,June,GORAKHPUR-PRAYAGRAJ,0,41,41
2024,June,JAIPUR-PRAYAGRAJ,0,59,59
2024,June,LUCKNOW-PRAYAGRAJ,1511,1328,2839
2024,June,MUMBAI-PRAYAGRAJ,10121,8567,18688
2024,June,AMRITSAR-BENGALURU,2847,2143,4990
2024,June,AMRITSAR-CHANDIGARH,166,0,166
2024,June,AMRITSAR-CHENNAI,111,33,144
2024,June,AMRITSAR-GOA,0,6,6
2024,June,AMRITSAR-DEHRADUN,121,116,237
2024,June,AMRITSAR-DELHI,48407,42769,91176
2024,June,AMRITSAR-GUWAHATI,109,192,301
2024,June,AMRITSAR-HYDERABAD,9879,8519,18398
2024,June,AMRITSAR-KOLKATA,2051,1490,3541
2024,June,AMRITSAR-KULLU,549,394,943
2024,June,AMRITSAR-LUCKNOW,2295,2040,4335
2024,June,AMRITSAR-MUMBAI,13235,9488,22723
2024,June,AMRITSAR-PUNE,5355,4944,10299
2024,June,AMRITSAR-SIMLA,336,183,519
2024,June,AMRITSAR-SRINAGAR,6549,5857,12406
2024,June,AURANGABAD-BENGALURU,2803,2728,5531
2024,June,AURANGABAD-DELHI,10273,12426,22699
2024,June,AURANGABAD-HYDERABAD,4101,3153,7254
2024,June,AURANGABAD-MUMBAI,7903,8820,16723
2024,June,BAGDOGRA-BENGALURU,32147,29202,61349
2024,June,BAGDOGRA-CHANDIGARH,4,0,4
2024,June,BAGDOGRA-CHENNAI,4662,4695,9357
2024,June,BAGDOGRA-DELHI,44879,44867,89746
2024,June,BAGDOGRA-DIBRUGARH,1605,1379,2984
2024,June,BAGDOGRA-GUWAHATI,2164,3512,5676
2024,June,BAGDOGRA-HYDERABAD,13231,12472,25703
2024,June,BAGDOGRA-KOLKATA,33640,28494,62134
2024,June,BAGDOGRA-MUMBAI,17484,16771,34255
2024,June,BAREILLY-BENGALURU,2195,2128,4323
2024,June,BAREILLY-LUCKNOW,0,159,159
2024,June,BAREILLY-MUMBAI,2887,2900,5787
2024,June,BELGAUM-BENGALURU,3893,4002,7895
2024,June,BELGAUM-DELHI,3804,4294,8098
2024,June,BELGAUM-HYDERABAD,1815,1553,3368
2024,June,BELGAUM-JAIPUR,539,544,1083
2024,June,BELGAUM-JODHPUR,753,687,1440
2024,June,BELGAUM-MUMBAI,1347,1535,2882
2024,June,BELGAUM-NAGPUR,602,621,1223
2024,June,BELGAUM-SURAT,243,204,447
2024,June,BELGAUM-TIRUPATI,609,545,1154
2024,June,BENGALURU-BHOPAL,12059,12229,24288
2024,June,BENGALURU-BHUBANESWAR,35049,34728,69777
2024,June,BENGALURU-CHANDIGARH,20426,21286,41712
2024,June,BENGALURU-CHENNAI,61002,61487,122489
2024,June,BENGALURU-COIMBATORE,15559,16542,32101
2024,June,BENGALURU-GOA,35693,38389,74082
2024,June,BENGALURU-DARBHANGA,621,574,1195
2024,June,BENGALURU-DEHRADUN,9441,10492,19933
2024,June,BENGALURU-DELHI,187355,201380,388735
2024,June,BENGALURU-DEOGHAR,2166,2035,4201
2024,June,BENGALURU-DURGAPUR,5311,5418,10729
2024,June,BENGALURU-GOA,29978,30183,60161
2024,June,BENGALURU-GORAKHPUR,4429,4583,9012
2024,June,BENGALURU-GUWAHATI,33238,34336,67574
2024,June,BENGALURU-GWALIOR,4274,4666,8940
2024,June,BENGALURU-HUBLI,3868,4037,7905
2024,June,BENGALURU-HYDERABAD,92263,87964,180227
2024,June,BENGALURU-IMPHAL,1171,759,1930
2024,June,BENGALURU-INDORE,14063,14067,28130
2024,June,BENGALURU-JAIPUR,28408,28143,56551
2024,June,BENGALURU-JAMMU,627,1076,1703
2024,June,BENGALURU-JAMNAGAR,1335,1239,2574
2024,June,BENGALURU-JHARSUGUDA,4963,4962,9925
2024,June,BENGALURU-JODHPUR,5042,4798,9840
2024,June,BENGALURU-CUDDAPAH,513,594,1107
2024,June,BENGALURU-KALABURAGI,1594,1603,3197
2024,June,BENGALURU-KANNUR,3718,3627,7345
2024,June,BENGALURU-KANPUR,2235,2196,4431
2024,June,BENGALURU-KOCHI,57206,59350,116556
2024,June,BENGALURU-KOLHAPUR,2481,2441,4922
2024,June,BENGALURU-KOLKATA,95922,92626,188548
2024,June,BENGALURU-KOZHIKODE,9086,10030,19116
2024,June,BENGALURU-LUCKNOW,28967,30722,59689
2024,June,BENGALURU-MADURAI,10051,9891,19942
2024,June,BENGALURU-MALVAN,180,133,313
2024,June,BENGALURU-MANGALORE,23469,24372,47841
2024,June,BENGALURU-MUMBAI,161808,168200,330008
2024,June,BENGALURU-NAGPUR,13738,14126,27864
2024,June,BENGALURU-NANDED,1340,1237,2577
2024,June,BENGALURU-PATNA,20756,20021,40777
2024,June,BENGALURU-PORT BLAIR,8930,7919,16849
2024,June,BENGALURU-PUNE,82652,81709,164361
2024,June,BENGALURU-RAIPUR,10726,10303,21029
2024,June,BENGALURU-RAJAHMUNDRY,3752,3759,7511
2024,June,BENGALURU-RAJKOT,4540,4425,8965
2024,June,BENGALURU-RANCHI,19667,19255,38922
2024,June,BENGALURU-SALEM,1968,2055,4023
2024,June,BENGALURU-SHIRDI,7171,6883,14054
2024,June,BENGALURU-SHIVAMOGGA,1010,958,1968
2024,June,BENGALURU-SRINAGAR,6885,7698,14583
2024,June,BENGALURU-SURAT,11272,10790,22062
2024,June,BENGALURU-TIRUCHIRAPALLY,7211,6804,14015
2024,June,BENGALURU-TIRUPATI,2035,1972,4007
2024,June,BENGALURU-THIRUVANANTHAPURAM,30726,32805,63531
2024,June,BENGALURU-TUTICORIN,2690,2310,5000
2024,June,BENGALURU-UDAIPUR,8371,8426,16797
2024,June,BENGALURU-VADODARA,4815,4686,9501
2024,June,BENGALURU-VARANASI,30608,32069,62677
2024,June,BENGALURU-VIDYANAGAR,1382,1412,2794
2024,June,BENGALURU-VIJAYAWADA,12280,11457,23737
2024,June,BENGALURU-VISAKHAPATNAM,22760,22399,45159
2024,June,AYODHYA-BENGALURU,7191,7810,15001
2024,June,BHATINDA-DELHI,1226,1213,2439
2024,June,BHATINDA-HINDON,107,84,191
2024,June,BHAVNAGAR-MUMBAI,783,857,1640
2024,June,BHAVNAGAR-PUNE,608,618,1226
2024,June,BHOPAL-DELHI,24312,27019,51331
2024,June,BHOPAL-HYDERABAD,1765,1827,3592
2024,June,BHOPAL-JAIPUR,1043,1207,2250
2024,June,BHOPAL-LUCKNOW,971,1205,2176
2024,June,BHOPAL-MUMBAI,14992,14263,29255
2024,June,BHOPAL-RAIPUR,1956,2000,3956
2024,June,BHOPAL-UDAIPUR,558,526,1084
2024,June,BHUBANESWAR-CHANDIGARH,1146,742,1888
2024,June,BHUBANESWAR-CHENNAI,8191,8086,16277
2024,June,BHUBANESWAR-DELHI,44484,48199,92683
2024,June,BHUBANESWAR-GUWAHATI,4125,3781,7906
2024,June,BHUBANESWAR-HYDERABAD,13449,13930,27379
2024,June,BHUBANESWAR-IMPHAL,46,0,46
2024,June,BHUBANESWAR-JAMSHEDPUR,145,137,282
2024,June,BHUBANESWAR-JEYPORE,281,268,549
2024,June,BHUBANESWAR-JHARSUGUDA,713,838,1551
2024,June,BHUBANESWAR-KOCHI,494,63,557
2024,June,BHUBANESWAR-KOLKATA,24007,25429,49436
2024,June,BHUBANESWAR-LUCKNOW,1343,1151,2494
2024,June,BHUBANESWAR-MUMBAI,22903,23307,46210
2024,June,BHUBANESWAR-PATNA,3732,4000,7732
2024,June,BHUBANESWAR-PUNE,4908,4729,9637
2024,June,BHUBANESWAR-RAIPUR,2851,3603,6454
2024,June,BHUBANESWAR-RANCHI,667,678,1345
2024,June,BHUBANESWAR-ROURKELA,1678,1597,3275
2024,June,BHUBANESWAR-UTKELA,46,69,115
2024,June,BHUBANESWAR-VARANASI,1991,2058,4049
2024,June,BHUJ-MUMBAI,6173,6006,12179
2024,June,BIKANER-DELHI,41,47,88
2024,June,BIKANER-JAIPUR,160,158,318
2024,June,BILASPUR-DELHI,750,603,1353
2024,June,BILASPUR-JABALPUR,426,323,749
2024,June,BILASPUR-JAGDALPUR,135,260,395
2024,June,BILASPUR-KOLKATA,266,224,490
2024,June,CHANDIGARH-CHENNAI,4952,4819,9771
2024,June,CHANDIGARH-GOA,6250,5898,12148
2024,June,CHANDIGARH-DELHI,43631,40269,83900
2024,June,CHANDIGARH-DHARAMSALA,550,531,1081
2024,June,CHANDIGARH-GUWAHATI,790,813,1603
2024,June,CHANDIGARH-HYDERABAD,11968,10166,22134
2024,June,CHANDIGARH-INDORE,2061,1909,3970
2024,June,CHANDIGARH-JAIPUR,6052,5371,11423
2024,June,CHANDIGARH-JAMMU,2668,2036,4704
2024,June,CHANDIGARH-KOCHI,225,334,559
2024,June,CHANDIGARH-KOLKATA,4651,3367,8018
2024,June,CHANDIGARH-LEH,1101,1135,2236
2024,June,CHANDIGARH-LUCKNOW,4052,4197,8249
2024,June,CHANDIGARH-MUMBAI,27629,26840,54469
2024,June,CHANDIGARH-PATNA,4620,4112,8732
2024,June,CHANDIGARH-PUNE,4909,4707,9616
2024,June,CHANDIGARH-SRINAGAR,10145,11203,21348
2024,June,CHENNAI-COIMBATORE,37520,39213,76733
2024,June,CHENNAI-GOA,4065,4645,8710
2024,June,CHENNAI-DEHRADUN,619,828,1447
2024,June,CHENNAI-DELHI,91150,104418,195568
2024,June,CHENNAI-DURGAPUR,2136,2047,4183
2024,June,CHENNAI-GOA,6018,6263,12281
2024,June,CHENNAI-GORAKHPUR,0,157,157
2024,June,CHENNAI-GUWAHATI,12683,13289,25972
2024,June,CHENNAI-HUBLI,645,699,1344
2024,June,CHENNAI-HYDERABAD,63165,60912,124077
2024,June,CHENNAI-INDORE,4794,5072,9866
2024,June,CHENNAI-JAIPUR,6401,6718,13119
2024,June,CHENNAI-CUDDAPAH,435,711,1146
2024,June,CHENNAI-KANNUR,3307,3307,6614
2024,June,CHENNAI-KOCHI,21350,24994,46344
2024,June,CHENNAI-KOLKATA,46624,46039,92663
2024,June,CHENNAI-KOZHIKODE,3855,3861,7716
2024,June,CHENNAI-KURNOOL,276,211,487
2024,June,CHENNAI-LUCKNOW,4299,4120,8419
2024,June,CHENNAI-MADURAI,15541,15875,31416
2024,June,CHENNAI-MANGALORE,3147,3528,6675
2024,June,CHENNAI-MUMBAI,81225,90413,171638
2024,June,CHENNAI-MYSORE,1866,1540,3406
2024,June,CHENNAI-PATNA,5131,5186,10317
2024,June,CHENNAI-PORT BLAIR,19618,17146,36764
2024,June,CHENNAI-PUNE,24207,24577,48784
2024,June,CHENNAI-RAIPUR,2740,2697,5437
2024,June,CHENNAI-RAJAHMUNDRY,2085,2017,4102
2024,June,CHENNAI-RANCHI,5007,5035,10042
2024,June,CHENNAI-SALEM,1761,2066,3827
2024,June,CHENNAI-SHIRDI,2796,2424,5220
2024,June,CHENNAI-SRINAGAR,32,74,106
2024,June,CHENNAI-SURAT,1996,2064,4060
2024,June,CHENNAI-TIRUCHIRAPALLY,11508,10622,22130
2024,June,CHENNAI-THIRUVANANTHAPURAM,14146,15487,29633
2024,June,CHENNAI-TUTICORIN,7721,7491,15212
2024,June,CHENNAI-VARANASI,4703,4995,9698
2024,June,CHENNAI-VIJAYAWADA,4221,3731,7952
2024,June,CHENNAI-VISAKHAPATNAM,11028,10300,21328
2024,June,AYODHYA-CHENNAI,2416,2174,4590
2024,June,COIMBATORE-DELHI,16919,17916,34835
2024,June,COIMBATORE-GOA,1429,1108,2537
2024,June,COIMBATORE-GUWAHATI,350,325,675
2024,June,COIMBATORE-HYDERABAD,13464,12627,26091
2024,June,COIMBATORE-JAIPUR,576,667,1243
2024,June,COIMBATORE-KOLKATA,400,158,558
2024,June,COIMBATORE-MUMBAI,31779,30851,62630
2024,June,COIMBATORE-PUNE,4637,4506,9143
2024,June,COIMBATORE-VARANASI,7,0,7
2024,June,COIMBATORE-VISAKHAPATNAM,0,639,639
2024,June,COOCH BEHAR-KOLKATA,209,213,422
2024,June,DELHI-GOA,69536,72377,141913
2024,June,GOA-HYDERABAD,38840,37890,76730
2024,June,GOA-INDORE,4857,4707,9564
2024,June,GOA-KOCHI,3713,2917,6630
2024,June,GOA-KOLKATA,4785,4730,9515
2024,June,GOA-LUCKNOW,4846,5021,9867
2024,June,GOA-MUMBAI,60327,56762,117089
2024,June,GOA-PUNE,4176,3811,7987
2024,June,GOA-RAIPUR,4982,5188,10170
2024,June,GOA-SURAT,6192,4961,11153
2024,June,DARBHANGA-DELHI,9466,9596,19062
2024,June,DARBHANGA-HYDERABAD,4472,4468,8940
2024,June,DARBHANGA-KOLKATA,1919,1936,3855
2024,June,DARBHANGA-MUMBAI,5519,5139,10658
2024,June,DEHRADUN-DELHI,26774,26180,52954
2024,June,DEHRADUN-GUWAHATI,163,288,451
2024,June,DEHRADUN-HYDERABAD,4968,4467,9435
2024,June,DEHRADUN-JAIPUR,3853,3238,7091
2024,June,DEHRADUN-KOLKATA,2856,2465,5321
2024,June,DEHRADUN-KULLU,223,129,352
2024,June,DEHRADUN-LUCKNOW,4342,4233,8575
2024,June,DEHRADUN-MUMBAI,15943,13082,29025
2024,June,DEHRADUN-PANTNAGAR,19,85,104
2024,June,DEHRADUN-PITHORAGARH,251,245,496
2024,June,DEHRADUN-PUNE,4437,3962,8399
2024,June,AYODHYA-DEHRADUN,141,123,264
2024,June,DELHI-DEOGHAR,5145,4549,9694
2024,June,DELHI-DHARAMSALA,10780,7357,18137
2024,June,DELHI-DIBRUGARH,10054,9298,19352
2024,June,DELHI-DIMAPUR,3583,3450,7033
2024,June,DELHI-DURGAPUR,5860,4404,10264
2024,June,DELHI-GAYA,5249,4699,9948
2024,June,DELHI-GOA,40474,38175,78649
2024,June,DELHI-GORAKHPUR,14858,14361,29219
2024,June,DELHI-GUWAHATI,66172,62392,128564
2024,June,DELHI-GWALIOR,8847,7504,16351
2024,June,DELHI-HUBLI,4955,3698,8653
2024,June,DELHI-HYDERABAD,143661,129569,273230
2024,June,DELHI-IMPHAL,8167,7167,15334
2024,June,DELHI-INDORE,34958,32844,67802
2024,June,DELHI-ITANAGAR,2939,2736,5675
2024,June,DELHI-JABALPUR,7056,6428,13484
2024,June,DELHI-JAGDALPUR,300,469,769
2024,June,DELHI-JAIPUR,24369,22624,46993
2024,June,DELHI-JAMMU,28445,28488,56933
2024,June,DELHI-JHARSUGUDA,5179,5074,10253
2024,June,DELHI-JODHPUR,9182,8055,17237
2024,June,DELHI-KANDLA,1146,977,2123
2024,June,DELHI-KANPUR,4643,4535,9178
2024,June,DELHI-KHAJURAHO,836,807,1643
2024,June,DELHI-KOCHI,42280,39832,82112
2024,June,DELHI-KOLKATA,116303,101109,217412
2024,June,DELHI-KOZHIKODE,5106,4855,9961
2024,June,DELHI-KULLU,1878,728,2606
2024,June,DELHI-LEH,50603,52457,103060
2024,June,DELHI-LUCKNOW,68311,60352,128663
2024,June,DELHI-MADURAI,5063,4727,9790
2024,June,DELHI-MANGALORE,6012,5448,11460
2024,June,DELHI-MUMBAI,290790,262604,553394
2024,June,DELHI-NAGPUR,25576,22222,47798
2024,June,DELHI-NASIK,5041,4762,9803
2024,June,DELHI-PAKYONG,444,360,804
2024,June,DELHI-PANTNAGAR,4278,3857,8135
2024,June,DELHI-PATNA,58646,55868,114514
2024,June,DELHI-PORT BLAIR,2618,2525,5143
2024,June,DELHI-PUNE,127274,112743,240017
2024,June,DELHI-RAIPUR,31498,30419,61917
2024,June,DELHI-RAJKOT,10102,8120,18222
2024,June,DELHI-RANCHI,40028,35641,75669
2024,June,DELHI-SHILLONG,627,523,1150
2024,June,DELHI-SHIRDI,8560,7740,16300
2024,June,DELHI-SILCHAR,386,462,848
2024,June,DELHI-SIMLA,1049,514,1563
2024,June,DELHI-SRINAGAR,132450,129277,261727
2024,June,DELHI-SURAT,25856,23201,49057
2024,June,DELHI-TIRUPATI,1048,751,1799
2024,June,DELHI-THIRUVANANTHAPURAM,19022,18259,37281
2024,June,DELHI-UDAIPUR,21198,18197,39395
2024,June,DELHI-VADODARA,21758,18371,40129
2024,June,DELHI-VARANASI,33150,31200,64350
2024,June,DELHI-VIJAYAWADA,10333,8915,19248
