year,month,route,pax_to,pax_from,total_pax
2021,July,AGARTALA-AHMEDABAD,0,210,210
2021,July,AGARTALA-BENGALURU,576,237,813
2021,July,AGARTALA-CHENNAI,197,0,197
2021,July,AGARTALA-DELHI,3733,3418,7151
2021,July,AGARTALA-DIBRUGARH,339,330,669
2021,July,AGARTALA-GUWAHATI,1846,1848,3694
2021,July,AGARTALA-HYDERABAD,113,103,216
2021,July,AGARTALA-KOLKATA,15980,12985,28965
2021,July,AGARTALA-MUMBAI,0,27,27
2021,July,AGARTALA-SHILLONG,147,141,288
2021,July,AGATTI ISLAND-BENGALURU,10,7,17
2021,July,AGATTI ISLAND-KOCHI,352,381,733
2021,July,AGATTI ISLAND-MYSORE,2,2,4
2021,July,AGRA-AHMEDABAD,359,322,681
2021,July,AGRA-BENGALURU,2300,1846,4146
2021,July,AGRA-KOLKATA,13,14,27
2021,July,AGRA-MUMBAI,380,398,778
2021,July,AHMEDABAD-AJMER,1082,1036,2118
2021,July,AHMEDABAD-BAGDOGRA,481,221,702
2021,July,AHMEDABAD-BELGAUM,779,787,1566
2021,July,AHMEDABAD-BENGALURU,19117,17209,36326
2021,July,AHMEDABAD-BHUBANESWAR,1349,1391,2740
2021,July,AHMEDABAD-CHANDIGARH,7712,7141,14853
2021,July,AHMEDABAD-CHENNAI,6931,6493,13424
2021,July,AHMEDABAD-COIMBATORE,0,742,742
2021,July,AHMEDABAD-GOA,5939,5241,11180
2021,July,AHMEDABAD-DARBHANGA,1652,2215,3867
2021,July,AHMEDABAD-DEHRADUN,3478,3645,7123
2021,July,AHMEDABAD-DELHI,42162,41206,83368
2021,July,AHMEDABAD-GUWAHATI,567,810,1377
2021,July,AHMEDABAD-GWALIOR,519,506,1025
2021,July,AHMEDABAD-HYDERABAD,10541,11474,22015
2021,July,AHMEDABAD-INDORE,1035,762,1797
2021,July,AHMEDABAD-JAIPUR,5789,4966,10755
2021,July,AHMEDABAD-JAISALMER,438,386,824
2021,July,AHMEDABAD-JALGAON,191,202,393
2021,July,AHMEDABAD-JODHPUR,365,404,769
2021,July,AHMEDABAD-KANDLA,152,233,385
2021,July,AHMEDABAD-KOCHI,1738,1236,2974
2021,July,AHMEDABAD-KOLHAPUR,181,274,455
2021,July,AHMEDABAD-KOLKATA,6516,9430,15946
2021,July,AHMEDABAD-LUCKNOW,9069,6993,16062
2021,July,AHMEDABAD-MUMBAI,28211,26316,54527
2021,July,AHMEDABAD-NAGPUR,737,858,1595
2021,July,AHMEDABAD-NASIK,924,998,1922
2021,July,AHMEDABAD-PATNA,5151,6076,11227
2021,July,AHMEDABAD-PORBANDAR,368,515,883
2021,July,AHMEDABAD-PUNE,5770,6031,11801
2021,July,AHMEDABAD-SRINAGAR,829,906,1735
2021,July,AHMEDABAD-UDAIPUR,175,172,347
2021,July,AHMEDABAD-VARANASI,3783,4118,7901
2021,July,AHMEDABAD-VISAKHAPATNAM,421,0,421
2021,July,AIZAWL-BENGALURU,113,39,152
2021,July,AIZAWL-DELHI,957,561,1518
2021,July,AIZAWL-GUWAHATI,771,540,1311
2021,July,AIZAWL-IMPHAL,230,177,407
2021,July,AIZAWL-KOLKATA,1399,1442,2841
2021,July,AJMER-DELHI,1351,1377,2728
2021,July,AJMER-HYDERABAD,2320,2352,4672
2021,July,AJMER-INDORE,748,758,1506
2021,July,AJMER-SURAT,539,540,1079
2021,July,BENGALURU-PRAYAGRAJ,4724,3234,7958
2021,July,BHOPAL-PRAYAGRAJ,896,750,1646
2021,July,BHUBANESWAR-PRAYAGRAJ,475,644,1119
2021,July,BILASPUR-PRAYAGRAJ,328,324,652
2021,July,DEHRADUN-PRAYAGRAJ,292,238,530
2021,July,DELHI-PRAYAGRAJ,3105,3019,6124
2021,July,GORAKHPUR-PRAYAGRAJ,332,456,788
2021,July,MUMBAI-PRAYAGRAJ,3476,3161,6637
2021,July,PRAYAGRAJ-PUNE,2760,2025,4785
2021,July,PRAYAGRAJ-RAIPUR,520,568,1088
2021,July,AMRITSAR-BENGALURU,1861,1931,3792
2021,July,AMRITSAR-DELHI,14610,13896,28506
2021,July,AMRITSAR-GUWAHATI,0,351,351
2021,July,AMRITSAR-JAIPUR,434,491,925
2021,July,AMRITSAR-JAMMU,0,84,84
2021,July,AMRITSAR-JHARSUGUDA,10,0,10
2021,July,AMRITSAR-KOLKATA,2483,2921,5404
2021,July,AMRITSAR-MUMBAI,2109,1945,4054
2021,July,AMRITSAR-PATNA,1343,1225,2568
2021,July,AMRITSAR-SRINAGAR,3567,3493,7060
2021,July,AURANGABAD-DELHI,4636,4617,9253
2021,July,AURANGABAD-HYDERABAD,1070,657,1727
2021,July,AURANGABAD-MUMBAI,3365,3158,6523
2021,July,BAGDOGRA-BENGALURU,12795,5280,18075
2021,July,BAGDOGRA-BHUBANESWAR,105,118,223
2021,July,BAGDOGRA-CHENNAI,2573,1360,3933
2021,July,BAGDOGRA-DELHI,26088,27185,53273
2021,July,BAGDOGRA-DIBRUGARH,1606,1093,2699
2021,July,BAGDOGRA-GUWAHATI,1659,1523,3182
2021,July,BAGDOGRA-HYDERABAD,4019,2988,7007
2021,July,BAGDOGRA-KOLKATA,14068,10225,24293
2021,July,BAGDOGRA-MUMBAI,1769,1496,3265
2021,July,BAREILLY-DELHI,821,815,1636
2021,July,BELGAUM-BENGALURU,1570,1648,3218
2021,July,BELGAUM-DELHI,28,24,52
2021,July,BELGAUM-HYDERABAD,3203,3811,7014
2021,July,BELGAUM-INDORE,496,438,934
2021,July,BELGAUM-JODHPUR,551,549,1100
2021,July,BELGAUM-KADAPA,589,378,967
2021,July,BELGAUM-MUMBAI,2067,2171,4238
2021,July,BELGAUM-MYSORE,469,303,772
2021,July,BELGAUM-NASIK,290,291,581
2021,July,BELGAUM-PUNE,466,465,931
2021,July,BELGAUM-SURAT,383,392,775
2021,July,BELGAUM-TIRUPATI,401,451,852
2021,July,BENGALURU-BHOPAL,2570,2162,4732
2021,July,BENGALURU-BHUBANESWAR,7764,10826,18590
2021,July,"BENGALURU-BIDAR AIRPORT, KARNATAKA",41,71,112
2021,July,BENGALURU-CHANDIGARH,5342,6175,11517
2021,July,BENGALURU-CHENNAI,18666,22635,41301
2021,July,BENGALURU-COIMBATORE,4627,5636,10263
2021,July,BENGALURU-GOA,7236,6496,13732
2021,July,BENGALURU-DARBHANGA,6774,11769,18543
2021,July,BENGALURU-DEHRADUN,1666,1886,3552
2021,July,BENGALURU-DELHI,58221,68302,126523
2021,July,BENGALURU-DIBRUGARH,742,1138,1880
2021,July,BENGALURU-DIMAPUR,204,392,596
2021,July,BENGALURU-DURGAPUR,1880,2926,4806
2021,July,BENGALURU-GORAKHPUR,1818,4393,6211
2021,July,BENGALURU-GUWAHATI,4893,9885,14778
2021,July,BENGALURU-GWALIOR,1886,2184,4070
2021,July,BENGALURU-HUBLI,3825,3715,7540
2021,July,BENGALURU-HYDERABAD,26167,31350,57517
2021,July,BENGALURU-INDORE,4395,4791,9186
2021,July,BENGALURU-JABALPUR,1339,1726,3065
2021,July,BENGALURU-JAIPUR,8129,9336,17465
2021,July,BENGALURU-JHARSUGUDA,1570,2088,3658
2021,July,BENGALURU-JODHPUR,1263,1386,2649
2021,July,"BENGALURU-KALABURAGI, KARNATAKA",3234,3217,6451
2021,July,BENGALURU-KANNUR,1730,1931,3661
2021,July,BENGALURU-KOCHI,19546,14819,34365
2021,July,BENGALURU-KOLHAPUR,403,621,1024
2021,July,BENGALURU-KOLKATA,35886,47054,82940
2021,July,BENGALURU-KOZHIKODE,1423,2298,3721
2021,July,BENGALURU-KURNOOL,206,299,505
2021,July,BENGALURU-LUCKNOW,7574,11280,18854
2021,July,BENGALURU-MADURAI,2843,2562,5405
2021,July,BENGALURU-MANGALORE,9230,9034,18264
2021,July,BENGALURU-MUMBAI,37605,39635,77240
2021,July,BENGALURU-MYSORE,174,339,513
2021,July,BENGALURU-NAGPUR,3958,4735,8693
2021,July,BENGALURU-PATNA,10002,18294,28296
2021,July,BENGALURU-PUNE,12332,15135,27467
2021,July,BENGALURU-RAIPUR,3448,5130,8578
2021,July,BENGALURU-RAJAHMUNDRY,2318,2568,4886
2021,July,BENGALURU-RANCHI,6509,9945,16454
2021,July,BENGALURU-SILCHAR,1279,2198,3477
2021,July,BENGALURU-SRINAGAR,1585,1366,2951
2021,July,BENGALURU-SURAT,3174,4759,7933
2021,July,BENGALURU-TIRUCHIRAPALLY,1687,1197,2884
2021,July,BENGALURU-THIRUVANANTHAPURAM,4601,4474,9075
2021,July,BENGALURU-TUTICORIN,341,477,818
2021,July,BENGALURU-UDAIPUR,3711,4362,8073
2021,July,BENGALURU-VADODARA,1868,2118,3986
2021,July,BENGALURU-VARANASI,3007,5037,8044
2021,July,BENGALURU-VIDYANAGAR,44,76,120
2021,July,BENGALURU-VIJAYAWADA,6472,6846,13318
2021,July,BENGALURU-VISAKHAPATNAM,8837,9061,17898
2021,July,BHAVNAGAR-MUMBAI,599,725,1324
2021,July,BHOPAL-CHENNAI,100,156,256
2021,July,BHOPAL-DELHI,11711,10090,21801
2021,July,BHOPAL-HYDERABAD,1901,1366,3267
2021,July,BHOPAL-INDORE,0,84,84
2021,July,BHOPAL-MUMBAI,7692,7646,15338
2021,July,BHUBANESWAR-CHENNAI,3543,2660,6203
2021,July,BHUBANESWAR-GOA,344,0,344
2021,July,BHUBANESWAR-DELHI,17878,17921,35799
2021,July,BHUBANESWAR-DIBRUGARH,0,17,17
2021,July,BHUBANESWAR-HYDERABAD,6803,5301,12104
2021,July,BHUBANESWAR-JHARSUGUDA,1137,1305,2442
2021,July,BHUBANESWAR-KOCHI,525,275,800
2021,July,BHUBANESWAR-KOLKATA,5640,5488,11128
2021,July,BHUBANESWAR-MUMBAI,8090,7185,15275
2021,July,BHUBANESWAR-PORT BLAIR,0,24,24
2021,July,BHUBANESWAR-PUNE,1842,1517,3359
2021,July,BHUBANESWAR-RAIPUR,356,0,356
2021,July,BHUBANESWAR-SURAT,632,524,1156
2021,July,BHUBANESWAR-VARANASI,966,657,1623
2021,July,BHUJ-MUMBAI,581,698,1279
2021,July,BIKANER-DELHI,338,371,709
2021,July,BILASPUR-DELHI,655,549,1204
2021,July,BILASPUR-JABALPUR,318,297,615
2021,July,CHANDIGARH-CHENNAI,1809,1662,3471
2021,July,CHANDIGARH-GOA,1510,1421,2931
2021,July,CHANDIGARH-DELHI,18152,20040,38192
2021,July,CHANDIGARH-DHARAMSALA,455,758,1213
2021,July,CHANDIGARH-GUWAHATI,384,455,839
2021,July,CHANDIGARH-HISSAR,10,16,26
2021,July,CHANDIGARH-HYDERABAD,2165,2747,4912
2021,July,CHANDIGARH-JAIPUR,1348,411,1759
2021,July,CHANDIGARH-KOCHI,186,0,186
2021,July,CHANDIGARH-KOLKATA,2192,2549,4741
2021,July,CHANDIGARH-KULLU,402,102,504
2021,July,CHANDIGARH-LEH,867,1386,2253
2021,July,CHANDIGARH-LUCKNOW,1114,1476,2590
2021,July,CHANDIGARH-MUMBAI,16950,17568,34518
2021,July,CHANDIGARH-PUNE,2690,3208,5898
2021,July,CHANDIGARH-SIMLA,51,54,105
2021,July,CHANDIGARH-SRINAGAR,9840,10826,20666
2021,July,CHENNAI-COIMBATORE,13502,12905,26407
2021,July,CHENNAI-GOA,563,445,1008
2021,July,CHENNAI-DEHRADUN,147,152,299
2021,July,CHENNAI-DELHI,35999,35616,71615
2021,July,CHENNAI-DIBRUGARH,349,483,832
2021,July,CHENNAI-DURGAPUR,1762,2422,4184
2021,July,CHENNAI-GORAKHPUR,62,0,62
2021,July,CHENNAI-GUWAHATI,4526,9204,13730
2021,July,CHENNAI-HUBLI,636,728,1364
2021,July,CHENNAI-HYDERABAD,26332,27606,53938
2021,July,CHENNAI-INDORE,262,177,439
2021,July,CHENNAI-JAIPUR,942,1083,2025
2021,July,CHENNAI-JODHPUR,7060,6720,13780
2021,July,CHENNAI-KANNUR,1356,1653,3009
2021,July,CHENNAI-KOCHI,4454,4800,9254
2021,July,CHENNAI-KOLKATA,12779,16876,29655
2021,July,CHENNAI-KOZHIKODE,708,1102,1810
2021,July,CHENNAI-KURNOOL,320,277,597
2021,July,CHENNAI-LUCKNOW,1023,1419,2442
2021,July,CHENNAI-MADURAI,12679,11770,24449
2021,July,CHENNAI-MANGALORE,885,680,1565
2021,July,CHENNAI-MUMBAI,23441,24231,47672
2021,July,CHENNAI-NAGPUR,327,230,557
2021,July,CHENNAI-PATNA,3146,5795,8941
2021,July,CHENNAI-PORT BLAIR,3905,3881,7786
2021,July,CHENNAI-PUNE,5904,6015,11919
2021,July,CHENNAI-RANCHI,2229,2337,4566
2021,July,CHENNAI-SILCHAR,381,893,1274
2021,July,CHENNAI-SURAT,439,399,838
2021,July,CHENNAI-TIRUCHIRAPALLY,2121,2277,4398
2021,July,CHENNAI-TIRUPATI,122,0,122
2021,July,CHENNAI-THIRUVANANTHAPURAM,2926,3157,6083
2021,July,CHENNAI-TUTICORIN,4614,4421,9035
2021,July,CHENNAI-UDAIPUR,332,72,404
2021,July,CHENNAI-VARANASI,452,327,779
2021,July,CHENNAI-VIJAYAWADA,244,308,552
2021,July,CHENNAI-VISAKHAPATNAM,4233,5374,9607
2021,July,COIMBATORE-DELHI,3363,3884,7247
2021,July,COIMBATORE-GUWAHATI,29,58,87
2021,July,COIMBATORE-HYDERABAD,2307,3297,5604
2021,July,COIMBATORE-KOLKATA,267,547,814
2021,July,COIMBATORE-MANGALORE,112,117,229
2021,July,COIMBATORE-MUMBAI,5395,6045,11440
2021,July,COIMBATORE-PUNE,183,183,366
2021,July,DELHI-GOA,15076,16313,31389
2021,July,GOA-HUBLI,410,679,1089
2021,July,GOA-HYDERABAD,7910,8058,15968
2021,July,GOA-KANNUR,235,502,737
2021,July,GOA-KOLKATA,1546,1474,3020
2021,July,GOA-LUCKNOW,71,864,935
2021,July,GOA-MUMBAI,26607,27358,53965
2021,July,GOA-MYSORE,186,194,380
2021,July,GOA-RAJKOT,771,616,1387
2021,July,GOA-SURAT,647,731,1378
2021,July,DARBHANGA-DELHI,11916,10495,22411
2021,July,DARBHANGA-HYDERABAD,4835,2030,6865
2021,July,DARBHANGA-KOLKATA,3112,1498,4610
2021,July,DARBHANGA-MUMBAI,8589,6797,15386
2021,July,DEHRADUN-DELHI,13987,12785,26772
2021,July,DEHRADUN-HISSAR,1,5,6
2021,July,DEHRADUN-JAIPUR,263,239,502
2021,July,DEHRADUN-LUCKNOW,1350,1549,2899
2021,July,DEHRADUN-MUMBAI,4396,5256,9652
2021,July,DEHRADUN-PANTNAGAR,154,106,260
2021,July,DELHI-DHARAMSALA,4250,4315,8565
2021,July,DELHI-DIBRUGARH,7728,6512,14240
2021,July,DELHI-DIMAPUR,1543,1759,3302
2021,July,DELHI-DURGAPUR,677,872,1549
2021,July,DELHI-GORAKHPUR,8294,10230,18524
2021,July,DELHI-GUWAHATI,24251,29095,53346
2021,July,DELHI-HYDERABAD,55874,56316,112190
2021,July,DELHI-IMPHAL,5695,6130,11825
2021,July,DELHI-INDORE,18448,17993,36441
2021,July,DELHI-JABALPUR,3225,3477,6702
2021,July,DELHI-JAIPUR,11909,12515,24424
2021,July,DELHI-JAMMU,21279,21653,42932
2021,July,DELHI-JHARSUGUDA,4628,4490,9118
2021,July,DELHI-JODHPUR,5058,4650,9708
2021,July,DELHI-JORHAT,484,656,1140
2021,July,DELHI-KANDLA,1556,1370,2926
2021,July,DELHI-KANNUR,638,710,1348
2021,July,DELHI-KANPUR,1996,1962,3958
2021,July,DELHI-KOCHI,13338,15341,28679
2021,July,DELHI-KOLKATA,53837,53219,107056
2021,July,DELHI-KOZHIKODE,2887,3784,6671
2021,July,DELHI-KULLU,620,253,873
2021,July,DELHI-LEH,51908,51775,103683
2021,July,DELHI-LUCKNOW,28625,29818,58443
2021,July,DELHI-MADURAI,1619,1315,2934
2021,July,DELHI-MUMBAI,89662,86293,175955
2021,July,DELHI-NAGPUR,12278,14514,26792
2021,July,DELHI-NASIK,477,496,973
2021,July,DELHI-PAKYONG,92,84,176
2021,July,DELHI-PANTNAGAR,144,141,285
2021,July,DELHI-PATHANKOT,593,613,1206
2021,July,DELHI-PATNA,44276,44479,88755
2021,July,DELHI-PORT BLAIR,1714,1245,2959
2021,July,DELHI-PUNE,44097,38090,82187
2021,July,DELHI-RAIPUR,22843,22935,45778
2021,July,DELHI-RAJKOT,4479,4365,8844
2021,July,DELHI-RANCHI,23607,25641,49248
2021,July,DELHI-SRINAGAR,81014,73131,154145
2021,July,DELHI-SURAT,13844,13405,27249
2021,July,DELHI-TIRUPATI,1163,1020,2183
2021,July,DELHI-THIRUVANANTHAPURAM,4404,4539,8943
2021,July,DELHI-UDAIPUR,9009,7842,16851
2021,July,DELHI-VADODARA,8772,7728,16500
2021,July,DELHI-VARANASI,14398,15684,30082
2021,July,DELHI-VIJAYAWADA,7016,6699,13715
2021,July,DELHI-VISAKHAPATNAM,9367,10541,19908
2021,July,DHARAMSALA-HISSAR,7,13,20
2021,July,DHARAMSALA-SIMLA,7,3,10
2021,July,DIBRUGARH-GUWAHATI,1753,1126,2879
2021,July,DIBRUGARH-IMPHAL,280,209,489
2021,July,DIBRUGARH-KOLKATA,5050,3153,8203
2021,July,DIBRUGARH-MUMBAI,193,135,328
2021,July,DIMAPUR-GUWAHATI,540,467,1007
2021,July,DIMAPUR-IMPHAL,471,448,919
2021,July,DIMAPUR-KOLKATA,3197,2537,5734
2021,July,DIU-MUMBAI,734,877,1611
2021,July,DURGAPUR-HYDERABAD,222,127,349
2021,July,DURGAPUR-LEH,0,2,2
2021,July,DURGAPUR-MUMBAI,1850,1803,3653
2021,July,GHAZIABAD-HUBLI,780,801,1581
2021,July,"GHAZIABAD-KALABURAGI, KARNATAKA",509,551,1060
2021,July,GORAKHPUR-HYDERABAD,2626,1723,4349
2021,July,GORAKHPUR-KOLKATA,881,945,1826
2021,July,GORAKHPUR-LUCKNOW,226,222,448
2021,July,GORAKHPUR-MUMBAI,5371,4225,9596
2021,July,GUWAHATI-HYDERABAD,3159,2539,5698
2021,July,GUWAHATI-IMPHAL,5411,7823,13234
2021,July,GUWAHATI-JAIPUR,3308,2986,6294
2021,July,GUWAHATI-JHARSUGUDA,0,22,22
2021,July,GUWAHATI-JORHAT,322,572,894
2021,July,GUWAHATI-KOCHI,1341,427,1768
2021,July,GUWAHATI-KOLKATA,10568,12214,22782
2021,July,GUWAHATI-LUCKNOW,1571,947,2518
2021,July,GUWAHATI-MUMBAI,4303,3625,7928
2021,July,GUWAHATI-PASIGHAT,216,217,433
2021,July,GUWAHATI-PATNA,1816,2158,3974
2021,July,GUWAHATI-RUPSI,909,773,1682
2021,July,GUWAHATI-SILCHAR,1156,1244,2400
2021,July,GUWAHATI-TEZPUR,8,24,32
2021,July,GUWAHATI-VARANASI,200,134,334
2021,July,GWALIOR-HYDERABAD,1031,1128,2159
2021,July,GWALIOR-JAMMU,1008,715,1723
2021,July,GWALIOR-KOLKATA,1254,1136,2390
2021,July,GWALIOR-MUMBAI,333,386,719
2021,July,GWALIOR-PUNE,300,268,568
2021,July,HUBLI-HYDERABAD,304,341,645
2021,July,HUBLI-KANNUR,253,305,558
2021,July,HUBLI-KOCHI,330,360,690
2021,July,HUBLI-KOZHIKODE,4,0,4
2021,July,HUBLI-MUMBAI,660,785,1445
2021,July,HUBLI-TIRUPATI,269,227,496
2021,July,HYDERABAD-IMPHAL,368,0,368
2021,July,HYDERABAD-INDORE,6726,5628,12354
2021,July,HYDERABAD-JABALPUR,820,957,1777
2021,July,HYDERABAD-JAGDALPUR,1049,1089,2138
2021,July,HYDERABAD-JAIPUR,8118,7844,15962
2021,July,HYDERABAD-JHARSUGUDA,1730,1801,3531
2021,July,HYDERABAD-KADAPA,535,526,1061
2021,July,HYDERABAD-KANNUR,786,1480,2266
2021,July,HYDERABAD-KOCHI,6470,6961,13431
2021,July,HYDERABAD-KOLHAPUR,2042,1952,3994
2021,July,HYDERABAD-KOLKATA,24715,24826,49541
2021,July,HYDERABAD-KOZHIKODE,1398,1085,2483
2021,July,HYDERABAD-LUCKNOW,4703,6237,10940
2021,July,HYDERABAD-MADURAI,1793,1950,3743
2021,July,HYDERABAD-MANGALORE,2084,1534,3618
2021,July,HYDERABAD-MUMBAI,31696,33489,65185
2021,July,HYDERABAD-MYSORE,2244,1922,4166
2021,July,HYDERABAD-NAGPUR,1549,1482,3031
2021,July,HYDERABAD-NANDED,158,136,294
2021,July,HYDERABAD-PATNA,6445,8007,14452
2021,July,HYDERABAD-PUNE,6278,6234,12512
2021,July,HYDERABAD-RAIPUR,4904,6045,10949
2021,July,HYDERABAD-RAJAHMUNDRY,6850,6805,13655
2021,July,HYDERABAD-RAJKOT,707,716,1423
2021,July,HYDERABAD-RANCHI,4919,7148,12067
2021,July,HYDERABAD-SRINAGAR,164,240,404
2021,July,HYDERABAD-SURAT,1150,1120,2270
2021,July,HYDERABAD-TIRUCHIRAPALLY,1000,729,1729
2021,July,HYDERABAD-TIRUPATI,15661,15270,30931
2021,July,HYDERABAD-THIRUVANANTHAPURAM,1306,2478,3784
2021,July,HYDERABAD-VADODARA,1781,1889,3670
2021,July,HYDERABAD-VARANASI,3781,4313,8094
2021,July,HYDERABAD-VIDYANAGAR,68,39,107
2021,July,HYDERABAD-VIJAYAWADA,5296,5652,10948
2021,July,HYDERABAD-VISAKHAPATNAM,22681,21331,44012
2021,July,IMPHAL-KOLKATA,6659,6256,12915
2021,July,IMPHAL-MUMBAI,70,0,70
2021,July,IMPHAL-SURAT,46,0,46
2021,July,INDORE-JAIPUR,3,0,3
2021,July,INDORE-KOCHI,278,225,503
2021,July,INDORE-KOLKATA,1903,1957,3860
2021,July,INDORE-MUMBAI,11395,9016,20411
2021,July,INDORE-PUNE,477,500,977
2021,July,INDORE-RAIPUR,780,895,1675
2021,July,INDORE-THIRUVANANTHAPURAM,0,10,10
2021,July,JABALPUR-JAIPUR,0,8,8
2021,July,JABALPUR-MUMBAI,1853,1767,3620
2021,July,JABALPUR-PUNE,1161,943,2104
2021,July,JABALPUR-SURAT,74,56,130
2021,July,JAGDALPUR-RAIPUR,891,785,1676
2021,July,JAIPUR-JODHPUR,1,0,1
2021,July,JAIPUR-KOCHI,182,102,284
2021,July,JAIPUR-KOLKATA,6810,7943,14753
2021,July,JAIPUR-MUMBAI,16980,16792,33772
2021,July,JAIPUR-PUNE,3908,3638,7546
2021,July,JAIPUR-SRINAGAR,0,6,6
2021,July,JAIPUR-SURAT,783,827,1610
2021,July,JAIPUR-UDAIPUR,460,369,829
2021,July,JALGAON-MUMBAI,171,159,330
2021,July,JAMMU-LEH,1405,1500,2905
2021,July,JAMMU-MUMBAI,532,2689,3221
2021,July,JAMMU-SRINAGAR,15120,12151,27271
2021,July,JAMNAGAR-MUMBAI,476,647,1123
2021,July,JHARSUGUDA-KOLKATA,2180,1871,4051
2021,July,JHARSUGUDA-PATNA,138,160,298
2021,July,JHARSUGUDA-RAIPUR,757,511,1268
2021,July,JODHPUR-KOLKATA,181,84,265
2021,July,JODHPUR-MUMBAI,5198,5140,10338
2021,July,JORHAT-KOLKATA,1299,919,2218
2021,July,"KALABURAGI, KARNATAKA-TIRUPATI",493,400,893
2021,July,KANDLA-MUMBAI,1407,1537,2944
2021,July,KANNUR-KOCHI,1979,1138,3117
2021,July,KANNUR-KOZHIKODE,6,8,14
2021,July,KANNUR-MUMBAI,592,1426,2018
2021,July,KANNUR-PATNA,3,0,3
2021,July,KANNUR-THIRUVANANTHAPURAM,1288,1070,2358
2021,July,KANPUR-MUMBAI,1692,1734,3426
2021,July,KOCHI-KOLKATA,2751,3838,6589
2021,July,KOCHI-LUCKNOW,308,253,561
2021,July,KOCHI-MUMBAI,13100,11453,24553
2021,July,KOCHI-MYSORE,692,473,1165
2021,July,KOCHI-PUNE,2567,2137,4704
2021,July,KOLHAPUR-MUMBAI,139,109,248
2021,July,KOLKATA-LILABARI,507,535,1042
2021,July,KOLKATA-LUCKNOW,3934,8859,12793
2021,July,KOLKATA-MUMBAI,20030,16909,36939
2021,July,KOLKATA-NAGPUR,474,547,1021
2021,July,KOLKATA-PASIGHAT,18,0,18
2021,July,KOLKATA-PATNA,4348,5002,9350
2021,July,KOLKATA-PORT BLAIR,3660,5946,9606
2021,July,KOLKATA-PUNE,4576,3272,7848
2021,July,KOLKATA-RAIPUR,2182,2460,4642
2021,July,KOLKATA-RANCHI,1763,1072,2835
2021,July,KOLKATA-RUPSI,683,824,1507
2021,July,KOLKATA-SHILLONG,437,547,984
2021,July,KOLKATA-SILCHAR,3729,5143,8872
2021,July,KOLKATA-SRINAGAR,1020,930,1950
2021,July,KOLKATA-SURAT,4049,3462,7511
2021,July,KOLKATA-TEZPUR,128,224,352
2021,July,KOLKATA-VARANASI,1617,4649,6266
2021,July,KOLKATA-VISAKHAPATNAM,1902,2024,3926
2021,July,KOZHIKODE-MUMBAI,1400,1276,2676
2021,July,KOZHIKODE-PATNA,49,0,49
2021,July,KULLU-SIMLA,37,19,56
2021,July,KURNOOL-VISAKHAPATNAM,670,727,1397
2021,July,LEH-MUMBAI,0,4900,4900
2021,July,LEH-SRINAGAR,6343,955,7298
2021,July,LUCKNOW-MUMBAI,11982,14819,26801
2021,July,LUCKNOW-PATNA,1374,1527,2901
2021,July,LUCKNOW-PUNE,3255,4926,8181
2021,July,LUCKNOW-SRINAGAR,1683,1264,2947
2021,July,LUCKNOW-VARANASI,1415,170,1585
2021,July,MADURAI-MUMBAI,3070,3191,6261
2021,July,MADURAI-VIJAYAWADA,131,94,225
2021,July,MANGALORE-MUMBAI,6937,7709,14646
2021,July,MUMBAI-NAGPUR,20655,20580,41235
2021,July,MUMBAI-NANDED,271,275,546
2021,July,MUMBAI-PATNA,8911,11211,20122
2021,July,MUMBAI-PUNE,277,249,526
2021,July,MUMBAI-RAIPUR,8994,8905,17899
2021,July,MUMBAI-RAJKOT,4671,4435,9106
2021,July,MUMBAI-RANCHI,7362,8967,16329
2021,July,MUMBAI-SRINAGAR,3329,8657,11986
2021,July,MUMBAI-TIRUPATI,851,692,1543
2021,July,MUMBAI-THIRUVANANTHAPURAM,3212,3779,6991
2021,July,MUMBAI-UDAIPUR,8872,9216,18088
2021,July,MUMBAI-VADODARA,3849,3785,7634
2021,July,MUMBAI-VARANASI,14390,13108,27498
2021,July,MUMBAI-VISAKHAPATNAM,2325,2879,5204
2021,July,NAGPUR-PUNE,11360,9253,20613
2021,July,NAGPUR-RAIPUR,63,63,126
2021,July,NASIK-PUNE,343,321,664
2021,July,PASIGHAT-TEZPUR,4,0,4
2021,July,PATNA-PUNE,4019,3255,7274
2021,July,PATNA-RANCHI,3455,3774,7229
2021,July,PATNA-SURAT,1118,949,2067
2021,July,PATNA-VARANASI,179,77,256
2021,July,PORT BLAIR-VISAKHAPATNAM,875,470,1345
2021,July,PUNE-SURAT,260,259,519
2021,July,RAIPUR-VISAKHAPATNAM,402,0,402
2021,July,RANCHI-VARANASI,63,136,199
2021,July,SHILLONG-SILCHAR,45,19,64
2021,June,AGARTALA-BENGALURU,83,83,166
2021,June,AGARTALA-DELHI,2388,2789,5177
2021,June,AGARTALA-DIBRUGARH,65,55,120
2021,June,AGARTALA-GUWAHATI,1244,1459,2703
2021,June,AGARTALA-HYDERABAD,134,60,194
2021,June,AGARTALA-IMPHAL,16,0,16
2021,June,AGARTALA-KOLKATA,8054,8465,16519
2021,June,AGARTALA-RANCHI,2,0,2
2021,June,AGATTI ISLAND-BENGALURU,2,4,6
2021,June,AGATTI ISLAND-KOCHI,276,244,520
2021,June,AGATTI ISLAND-MYSORE,0,2,2
2021,June,AGRA-BENGALURU,1406,1100,2506
2021,June,AHMEDABAD-AJMER,445,472,917
