route,operator,flights_in_season,route_total,share_pct
CHENNAI-MADURAI,IndiGo,3341.1428571428573,3759.142857142857,88.88
CHENNAI-MADURAI,Air India,418.0,3759.142857142857,11.12
CHENNAI-MANGALORE,IndiGo,416.0,416.0,100.0
CHENNAI-MOPA,IndiGo,418.0,418.0,100.0
CHENNAI-MUMBAI,IndiGo,4178.285714285715,7516.0,55.59
CHENNAI-MUMBAI,Air India,2919.714285714286,7516.0,38.85
CHENNAI-MUMBAI,Akasa Air,418.0,7516.0,5.56
CHENNAI-MYSORE,IndiGo,418.0,418.0,100.0
CHENNAI-NAVI MUMBAI,IndiGo,532.1428571428571,739.8571428571429,71.93
CHENNAI-NAVI MUMBAI,Air India Express,207.7142857142857,739.8571428571429,28.07
CHENNAI-PATNA,IndiGo,418.0,418.0,100.0
CHENNAI-PORT BLAIR,IndiGo,835.1428571428571,1253.142857142857,66.64
CHENNAI-PORT BLAIR,Akasa Air,418.0,1253.142857142857,33.36
CHENNAI-PUNE,IndiGo,2442.285714285714,3007.2857142857138,81.21
CHENNAI-PUNE,Air India Express,417.1428571428571,3007.2857142857138,13.87
CHENNAI-PUNE,SpiceJet,147.85714285714286,3007.2857142857138,4.92
CHENNAI-RAIPUR,IndiGo,418.0,418.0,100.0
CHENNAI-RAJAHMUNDRY,IndiGo,418.0,418.0,100.0
CHENNAI-RANCHI,IndiGo,418.0,418.0,100.0
CHENNAI-SALEM,IndiGo,418.0,418.0,100.0
CHENNAI-SHIRDI,IndiGo,418.0,418.0,100.0
CHENNAI-SHIVAMOGGA,SpiceJet,417.0,417.0,100.0
CHENNAI-SURAT,IndiGo,237.7142857142857,237.7142857142857,100.0
CHENNAI-THIRUVANANTHAPURAM,IndiGo,1250.0,1250.0,100.0
CHENNAI-TIRUCHIRAPALLY,IndiGo,2506.285714285714,2506.285714285714,100.0
CHENNAI-TUTICORIN,IndiGo,1671.142857142857,1671.142857142857,100.0
CHENNAI-VARANASI,IndiGo,418.0,418.0,100.0
CHENNAI-VIJAYAWADA,IndiGo,833.4285714285714,833.4285714285714,100.0
CHENNAI-VISAKHAPATNAM,IndiGo,1253.142857142857,1253.142857142857,100.0
COIMBATORE-DELHI,IndiGo,836.0,1641.2857142857142,50.94
COIMBATORE-DELHI,Air India,805.2857142857142,1641.2857142857142,49.06
COIMBATORE-GOA,IndiGo,416.57142857142856,416.57142857142856,100.0
COIMBATORE-HYDERABAD,IndiGo,2087.428571428572,2087.428571428572,100.0
COIMBATORE-MUMBAI,Air India,1045.0,1881.142857142857,55.55
COIMBATORE-MUMBAI,IndiGo,836.1428571428571,1881.142857142857,44.45
COIMBATORE-NAVI MUMBAI,IndiGo,416.0,416.0,100.0
COIMBATORE-PUNE,IndiGo,418.0,418.0,100.0
COOCH BEHAR-KOLKATA,GSEC Monarch & Deccan Aviation,418.0,418.0,100.0
CUDDAPAH-HYDERABAD,IndiGo,415.1428571428572,415.1428571428572,100.0
CUDDAPAH-VIJAYAWADA,IndiGo,177.42857142857144,177.42857142857144,100.0
DARBHANGA-DELHI,IndiGo,418.0,1192.5714285714284,35.05
DARBHANGA-DELHI,SpiceJet,418.0,1192.5714285714284,35.05
DARBHANGA-DELHI,Akasa Air,356.57142857142856,1192.5714285714284,29.9
DARBHANGA-HYDERABAD,IndiGo,418.0,595.5714285714286,70.18
DARBHANGA-HYDERABAD,Akasa Air,177.57142857142858,595.5714285714286,29.82
DARBHANGA-KOLKATA,IndiGo,237.7142857142857,237.7142857142857,100.0
DARBHANGA-MUMBAI,Akasa Air,418.0,1043.0,40.08
DARBHANGA-MUMBAI,SpiceJet,387.2857142857143,1043.0,37.13
DARBHANGA-MUMBAI,IndiGo,237.7142857142857,1043.0,22.79
DEHRADUN-DELHI,IndiGo,1938.7142857142856,2921.0,66.37
DEHRADUN-DELHI,Air India,982.2857142857142,2921.0,33.63
DEHRADUN-HYDERABAD,IndiGo,475.1428571428571,475.1428571428571,100.0
DEHRADUN-JAIPUR,IndiGo,475.1428571428571,475.1428571428571,100.0
DEHRADUN-KOLKATA,IndiGo,237.7142857142857,237.7142857142857,100.0
DEHRADUN-KULLU,Alliance Air,119.42857142857144,119.42857142857144,100.0
DEHRADUN-LUCKNOW,IndiGo,418.0,418.0,100.0
DEHRADUN-MUMBAI,Air India,836.0,1461.5714285714284,57.2
DEHRADUN-MUMBAI,IndiGo,416.57142857142856,1461.5714285714284,28.5
DEHRADUN-MUMBAI,Air India Express,209.0,1461.5714285714284,14.3
DEHRADUN-NAVI MUMBAI,IndiGo,343.42857142857144,343.42857142857144,100.0
DEHRADUN-PITHORAGARH,Alliance Air,179.14285714285714,179.14285714285714,100.0
DEHRADUN-PUNE,IndiGo,356.57142857142856,356.57142857142856,100.0
DELHI-DEOGHAR,IndiGo,836.0,836.0,100.0
DELHI-DHARAMSALA,IndiGo,654.5714285714286,683.5714285714286,95.76
DELHI-DHARAMSALA,Alliance Air,29.0,683.5714285714286,4.24
DELHI-DIBRUGARH,IndiGo,836.0,1252.142857142857,66.77
DELHI-DIBRUGARH,Air India Express,416.1428571428572,1252.142857142857,33.23
DELHI-DIMAPUR,IndiGo,418.0,418.0,100.0
DELHI-DURGAPUR,IndiGo,418.0,418.0,100.0
DELHI-GAYA,IndiGo,418.0,418.0,100.0
DELHI-GOA,IndiGo,2086.5714285714284,3891.571428571429,53.62
DELHI-GOA,Air India Express,969.0,3891.571428571429,24.9
DELHI-GOA,Air India,836.0,3891.571428571429,21.48
DELHI-GORAKHPUR,IndiGo,806.5714285714286,1820.0,44.32
DELHI-GORAKHPUR,Akasa Air,418.0,1820.0,22.97
DELHI-GORAKHPUR,SpiceJet,418.0,1820.0,22.97
DELHI-GORAKHPUR,Alliance Air,177.42857142857144,1820.0,9.75
DELHI-GUWAHATI,Air India Express,2681.285714285714,6233.428571428571,43.01
DELHI-GUWAHATI,IndiGo,2090.0,6233.428571428571,33.53
DELHI-GUWAHATI,Air India,1044.142857142857,6233.428571428571,16.75
DELHI-GUWAHATI,SpiceJet,418.0,6233.428571428571,6.71
DELHI-GWALIOR,IndiGo,177.42857142857144,177.42857142857144,100.0
DELHI-HISSAR,Alliance Air,233.0,233.0,100.0
DELHI-HUBLI,IndiGo,418.0,418.0,100.0
DELHI-HYDERABAD,IndiGo,5431.428571428572,11928.142857142857,45.53
DELHI-HYDERABAD,Air India,5426.142857142857,11928.142857142857,45.49
DELHI-HYDERABAD,Akasa Air,652.5714285714286,11928.142857142857,5.47
DELHI-HYDERABAD,SpiceJet,418.0,11928.142857142857,3.5
DELHI-IMPHAL,IndiGo,655.7142857142858,1282.7142857142858,51.12
DELHI-IMPHAL,Air India Express,627.0,1282.7142857142858,48.88
DELHI-INDORE,IndiGo,1759.0,4083.428571428572,43.08
DELHI-INDORE,Air India,1672.0,4083.428571428572,40.95
DELHI-INDORE,Air India Express,652.4285714285714,4083.428571428572,15.98
DELHI-ITANAGAR,IndiGo,413.71428571428567,413.71428571428567,100.0
DELHI-JABALPUR,IndiGo,836.0,836.0,100.0
DELHI-JAIPUR,IndiGo,1262.0,2634.857142857143,47.9
DELHI-JAIPUR,Air India,1254.0,2634.857142857143,47.59
DELHI-JAIPUR,Alliance Air,118.85714285714286,2634.857142857143,4.51
DELHI-JAMMU,IndiGo,1894.2857142857144,2909.428571428572,65.11
DELHI-JAMMU,Air India Express,597.1428571428571,2909.428571428572,20.52
DELHI-JAMMU,SpiceJet,418.0,2909.428571428572,14.37
DELHI-JHARSUGUDA,IndiGo,418.0,418.0,100.0
DELHI-JODHPUR,Air India,365.0,723.0,50.48
DELHI-JODHPUR,IndiGo,358.0,723.0,49.52
DELHI-JORHAT,IndiGo,237.7142857142857,237.7142857142857,100.0
DELHI-KANNUR,IndiGo,418.0,418.0,100.0
DELHI-KANPUR,IndiGo,418.0,418.0,100.0
DELHI-KHAJURAHO,IndiGo,102.0,102.0,100.0
DELHI-KOCHI,Air India,2865.428571428572,3759.428571428572,76.22
DELHI-KOCHI,IndiGo,894.0,3759.428571428572,23.78
DELHI-KOLKATA,IndiGo,5016.0,10865.285714285714,46.17
DELHI-KOLKATA,Air India,4179.142857142857,10865.285714285714,38.46
DELHI-KOLKATA,SpiceJet,836.0,10865.285714285714,7.69
DELHI-KOLKATA,Akasa Air,834.1428571428571,10865.285714285714,7.68
DELHI-KOZHIKODE,IndiGo,417.1428571428571,417.1428571428571,100.0
DELHI-KULLU,Alliance Air,236.0,236.0,100.0
DELHI-LEH,IndiGo,2460.0,5706.571428571428,43.11
DELHI-LEH,SpiceJet,1671.0,5706.571428571428,29.28
DELHI-LEH,Air India,1575.571428571429,5706.571428571428,27.61
DELHI-LUCKNOW,IndiGo,2816.8571428571427,5738.0,49.09
DELHI-LUCKNOW,Air India,1672.0,5738.0,29.14
DELHI-LUCKNOW,Air India Express,1249.142857142857,5738.0,21.77
DELHI-LUDHIANA,Air India,836.0,836.0,100.0
DELHI-MADURAI,IndiGo,418.0,418.0,100.0
DELHI-MANGALORE,IndiGo,418.0,827.7142857142858,50.5
DELHI-MANGALORE,Air India Express,409.7142857142857,827.7142857142858,49.5
DELHI-MOPA,IndiGo,1370.0,3817.428571428572,35.89
DELHI-MOPA,Akasa Air,1194.2857142857142,3817.428571428572,31.29
DELHI-MOPA,Air India Express,835.1428571428571,3817.428571428572,21.88
DELHI-MOPA,Air India,418.0,3817.428571428572,10.95
DELHI-MUMBAI,Air India,11471.714285714286,24481.571428571428,46.86
DELHI-MUMBAI,IndiGo,9612.285714285714,24481.571428571428,39.26
DELHI-MUMBAI,Akasa Air,2146.285714285714,24481.571428571428,8.77
DELHI-MUMBAI,Air India Express,833.2857142857142,24481.571428571428,3.4
DELHI-MUMBAI,SpiceJet,418.0,24481.571428571428,1.71
DELHI-NAGPUR,IndiGo,1881.0,2717.0,69.23
DELHI-NAGPUR,Air India,836.0,2717.0,30.77
DELHI-NASIK,IndiGo,836.0,836.0,100.0
DELHI-NAVI MUMBAI,IndiGo,952.0,2204.142857142857,43.19
DELHI-NAVI MUMBAI,Air India Express,835.1428571428571,2204.142857142857,37.89
DELHI-NAVI MUMBAI,Akasa Air,417.0,2204.142857142857,18.92
DELHI-PANTNAGAR,IndiGo,836.0,836.0,100.0
DELHI-PATNA,IndiGo,2926.0,6685.285714285714,43.77
DELHI-PATNA,Air India,1672.0,6685.285714285714,25.01
DELHI-PATNA,Air India Express,1251.2857142857142,6685.285714285714,18.72
DELHI-PATNA,SpiceJet,836.0,6685.285714285714,12.51
DELHI-PITHORAGARH,Alliance Air,178.28571428571428,178.28571428571428,100.0
DELHI-PORT BLAIR,Air India,418.1428571428571,418.1428571428571,100.0
DELHI-PRAYAGRAJ,IndiGo,356.57142857142856,415.4285714285714,85.83
DELHI-PRAYAGRAJ,Alliance Air,58.85714285714286,415.4285714285714,14.17
DELHI-PUNE,IndiGo,3637.428571428572,9916.285714285714,36.68
DELHI-PUNE,Air India,3272.8571428571427,9916.285714285714,33.0
DELHI-PUNE,SpiceJet,1157.428571428571,9916.285714285714,11.67
DELHI-PUNE,Air India Express,1013.4285714285714,9916.285714285714,10.22
DELHI-PUNE,Akasa Air,835.1428571428571,9916.285714285714,8.42
DELHI-PURNEA,IndiGo,356.57142857142856,356.57142857142856,100.0
DELHI-RAIPUR,IndiGo,1761.5714285714284,3015.5714285714284,58.42
DELHI-RAIPUR,Air India,1254.0,3015.5714285714284,41.58
DELHI-RAJAHMUNDRY,IndiGo,237.7142857142857,237.7142857142857,100.0
DELHI-RAJKOT,Air India,836.0,1672.0,50.0
DELHI-RAJKOT,IndiGo,836.0,1672.0,50.0
DELHI-RANCHI,IndiGo,1672.0,2926.0,57.14
DELHI-RANCHI,Air India Express,1254.0,2926.0,42.86
DELHI-REWA,Alliance Air,238.28571428571428,238.28571428571428,100.0
DELHI-SHIRDI,IndiGo,535.7142857142858,535.7142857142858,100.0
DELHI-SIMLA,Alliance Air,297.42857142857144,297.42857142857144,100.0
DELHI-SRINAGAR,IndiGo,2694.285714285714,7262.714285714286,37.1
DELHI-SRINAGAR,Air India,1978.2857142857144,7262.714285714286,27.24
DELHI-SRINAGAR,Air India Express,1362.857142857143,7262.714285714286,18.77
DELHI-SRINAGAR,SpiceJet,875.0,7262.714285714286,12.05
DELHI-SRINAGAR,Akasa Air,352.2857142857143,7262.714285714286,4.85
DELHI-SURAT,IndiGo,1254.0,1991.857142857143,62.96
DELHI-SURAT,Air India Express,737.8571428571429,1991.857142857143,37.04
DELHI-THIRUVANANTHAPURAM,Air India,1251.428571428571,1668.5714285714284,75.0
DELHI-THIRUVANANTHAPURAM,IndiGo,417.1428571428571,1668.5714285714284,25.0
DELHI-TIRUCHIRAPALLY,IndiGo,237.7142857142857,237.7142857142857,100.0
DELHI-TIRUPATI,IndiGo,177.42857142857144,177.42857142857144,100.0
DELHI-UDAIPUR,Air India,836.0,1672.0,50.0
DELHI-UDAIPUR,IndiGo,836.0,1672.0,50.0
DELHI-VADODARA,IndiGo,1254.0,2447.5714285714284,51.23
DELHI-VADODARA,Air India,1193.571428571429,2447.5714285714284,48.77
DELHI-VARANASI,IndiGo,1672.0,3462.0,48.3
DELHI-VARANASI,Air India Express,954.0,3462.0,27.56
DELHI-VARANASI,Air India,836.0,3462.0,24.15
DELHI-VIJAYAWADA,Air India,836.0,1013.4285714285714,82.49
DELHI-VIJAYAWADA,IndiGo,177.42857142857144,1013.4285714285714,17.51
DELHI-VISAKHAPATNAM,IndiGo,836.0,1667.7142857142858,50.13
DELHI-VISAKHAPATNAM,Air India,831.7142857142858,1667.7142857142858,49.87
DEOGHAR-KOLKATA,IndiGo,177.42857142857144,177.42857142857144,100.0
DEOGHAR-MUMBAI,IndiGo,177.42857142857144,177.42857142857144,100.0
DHARAMSALA-SIMLA,Alliance Air,298.57142857142856,298.57142857142856,100.0
DIBRUGARH-GUWAHATI,IndiGo,791.5714285714286,1209.5714285714284,65.44
DIBRUGARH-GUWAHATI,Air India Express,418.0,1209.5714285714284,34.56
DIBRUGARH-KOLKATA,IndiGo,834.1428571428571,834.1428571428571,100.0
DIMAPUR-GUWAHATI,Air India Express,418.0,836.0,50.0
DIMAPUR-GUWAHATI,IndiGo,418.0,836.0,50.0
DIMAPUR-IMPHAL,Alliance Air,119.42857142857144,119.42857142857144,100.0
DIMAPUR-KOLKATA,IndiGo,418.0,418.0,100.0
DIU-KESHOD,Alliance Air,119.42857142857144,119.42857142857144,100.0
DIU-MOPA,Ghodawat Enterprises (Fly91),118.0,118.0,100.0
DIU-MUMBAI,Alliance Air,358.2857142857143,358.2857142857143,100.0
DIU-NAVI MUMBAI,IndiGo,418.0,418.0,100.0
DIU-SURAT,IndiGo,418.0,418.0,100.0
DURGAPUR-HYDERABAD,IndiGo,417.1428571428571,417.1428571428571,100.0
DURGAPUR-MUMBAI,IndiGo,118.85714285714286,118.85714285714286,100.0
DURGAPUR-NAVI MUMBAI,IndiGo,148.57142857142858,148.57142857142858,100.0
GAYA-KOLKATA,IndiGo,418.0,418.0,100.0
GOA-HYDERABAD,IndiGo,1669.428571428571,1669.428571428571,100.0
GOA-INDORE,IndiGo,476.0,476.0,100.0
GOA-JAIPUR,Air India Express,209.0,209.0,100.0
GOA-KOCHI,IndiGo,418.0,418.0,100.0
GOA-KOLKATA,IndiGo,418.0,418.0,100.0
GOA-LUCKNOW,IndiGo,418.0,418.0,100.0
GOA-MUMBAI,Air India,2238.428571428572,5161.285714285714,43.37
GOA-MUMBAI,IndiGo,2086.8571428571427,5161.285714285714,40.43
GOA-MUMBAI,Air India Express,836.0,5161.285714285714,16.2
GOA-NASIK,IndiGo,237.7142857142857,237.7142857142857,100.0
GOA-NAVI MUMBAI,IndiGo,1251.142857142857,1251.142857142857,100.0
GOA-PUNE,JustUdo Aviation (IndiaOne Air),531.5714285714286,888.1428571428571,59.85
GOA-PUNE,IndiGo,356.57142857142856,888.1428571428571,40.15
GOA-RAIPUR,IndiGo,418.0,418.0,100.0
GOA-SHOLAPUR,JustUdo Aviation (IndiaOne Air),416.2857142857143,416.2857142857143,100.0
GOA-SURAT,IndiGo,418.0,418.0,100.0
GONDIA-HYDERABAD,IndiGo,64.0,64.0,100.0
GONDIA-INDORE,Ghodawat Enterprises (Fly91),413.57142857142856,413.57142857142856,100.0
GORAKHPUR-HYDERABAD,IndiGo,476.8571428571429,476.8571428571429,100.0
GORAKHPUR-KOLKATA,IndiGo,403.2857142857143,403.2857142857143,100.0
GORAKHPUR-MUMBAI,IndiGo,418.0,834.2857142857142,50.1
GORAKHPUR-MUMBAI,SpiceJet,416.2857142857143,834.2857142857142,49.9
GORAKHPUR-NAVI MUMBAI,IndiGo,343.2857142857143,343.2857142857143,100.0
GUWAHATI-HYDERABAD,IndiGo,834.1428571428571,1043.142857142857,79.96
GUWAHATI-HYDERABAD,Air India Express,209.0,1043.142857142857,20.04
GUWAHATI-IMPHAL,Air India Express,836.0,1852.857142857143,45.12
GUWAHATI-IMPHAL,IndiGo,419.7142857142857,1852.857142857143,22.65
GUWAHATI-IMPHAL,SpiceJet,418.0,1852.857142857143,22.56
GUWAHATI-IMPHAL,Alliance Air,179.14285714285714,1852.857142857143,9.67
GUWAHATI-ITANAGAR,Alliance Air,298.57142857142856,298.57142857142856,100.0
GUWAHATI-JAIPUR,IndiGo,418.0,805.2857142857142,51.91
GUWAHATI-JAIPUR,Air India Express,387.2857142857143,805.2857142857142,48.09
GUWAHATI-KOLKATA,IndiGo,2422.1428571428573,3642.857142857143,66.49
GUWAHATI-KOLKATA,Air India Express,833.4285714285714,3642.857142857143,22.88
GUWAHATI-KOLKATA,SpiceJet,208.14285714285717,3642.857142857143,5.71
GUWAHATI-KOLKATA,Alliance Air,179.14285714285714,3642.857142857143,4.92
GUWAHATI-LUCKNOW,IndiGo,418.0,418.0,100.0
GUWAHATI-MUMBAI,IndiGo,836.0,1253.0,66.72
GUWAHATI-MUMBAI,Akasa Air,417.0,1253.0,33.28
GUWAHATI-PASIGHAT,Alliance Air,238.8571428571429,238.8571428571429,100.0
GUWAHATI-PUNE,IndiGo,417.1428571428571,417.1428571428571,100.0
GUWAHATI-RUPSI,Alliance Air,238.8571428571429,238.8571428571429,100.0
GUWAHATI-SILCHAR,IndiGo,770.0,770.0,100.0
GUWAHATI-TEZU,Alliance Air,179.14285714285714,179.14285714285714,100.0
GUWAHATI-ZIRO,Alliance Air,179.14285714285714,179.14285714285714,100.0
GWALIOR-MUMBAI,IndiGo,418.0,418.0,100.0
HINDON-JALANDHAR,Ghodawat Enterprises (Fly91),414.57142857142856,414.57142857142856,100.0
HINDON-KISHANGARH,Ghodawat Enterprises (Fly91),238.28571428571428,238.28571428571428,100.0
HINDON-KOLKATA,IndiGo,356.57142857142856,356.57142857142856,100.0
HINDON-NANDED,Ghodawat Enterprises (Fly91),416.2857142857143,416.2857142857143,100.0
HINDON-NAVI MUMBAI,IndiGo,416.2857142857143,416.2857142857143,100.0
HINDON-VARANASI,IndiGo,356.57142857142856,356.57142857142856,100.0
HISSAR-JAIPUR,Alliance Air,119.42857142857144,119.42857142857144,100.0
HISSAR-JAMMU,Alliance Air,179.14285714285714,179.14285714285714,100.0
HUBLI-HYDERABAD,IndiGo,594.2857142857143,1012.2857142857144,58.71
HUBLI-HYDERABAD,JustUdo Aviation (IndiaOne Air),418.0,1012.2857142857144,41.29
HUBLI-NAVI MUMBAI,IndiGo,418.0,418.0,100.0
HUBLI-PUNE,IndiGo,237.7142857142857,237.7142857142857,100.0
HYDERABAD-INDORE,IndiGo,836.0,836.0,100.0
HYDERABAD-JABALPUR,IndiGo,418.0,418.0,100.0
HYDERABAD-JAGDALPUR,IndiGo,416.8571428571429,536.2857142857143,77.73
HYDERABAD-JAGDALPUR,Alliance Air,119.42857142857144,536.2857142857143,22.27
HYDERABAD-JAIPUR,IndiGo,1334.7142857142858,1335.0,99.98
HYDERABAD-JAIPUR,Air India Express,0.2857142857142857,1335.0,0.02
HYDERABAD-JALGAON,JustUdo Aviation (IndiaOne Air),418.0,418.0,100.0
HYDERABAD-JAMMU,IndiGo,177.42857142857144,177.42857142857144,100.0
HYDERABAD-JODHPUR,IndiGo,294.1428571428571,294.1428571428571,100.0
HYDERABAD-KANNUR,IndiGo,236.42857142857144,236.42857142857144,100.0
HYDERABAD-KANPUR,IndiGo,235.42857142857144,235.42857142857144,100.0
HYDERABAD-KOCHI,IndiGo,2088.285714285714,2088.285714285714,100.0
HYDERABAD-KOLHAPUR,IndiGo,418.0,418.0,100.0
HYDERABAD-KOLKATA,IndiGo,2683.5714285714284,3489.7142857142853,76.9
HYDERABAD-KOLKATA,SpiceJet,806.1428571428571,3489.7142857142853,23.1
HYDERABAD-KOZHIKODE,IndiGo,417.1428571428571,417.1428571428571,100.0
HYDERABAD-LUCKNOW,IndiGo,819.8571428571429,819.8571428571429,100.0
HYDERABAD-MADURAI,IndiGo,836.0,836.0,100.0
HYDERABAD-MANGALORE,IndiGo,1186.2857142857142,1186.2857142857142,100.0
HYDERABAD-MOPA,IndiGo,1366.428571428571,2428.428571428572,56.27
HYDERABAD-MOPA,Air India Express,836.0,2428.428571428572,34.43
HYDERABAD-MOPA,JustUdo Aviation (IndiaOne Air),226.0,2428.428571428572,9.31
HYDERABAD-MUMBAI,IndiGo,4177.142857142857,7931.714285714285,52.66
HYDERABAD-MUMBAI,Air India,3342.285714285714,7931.714285714285,42.14
HYDERABAD-MUMBAI,Ghodawat Enterprises (Fly91),412.2857142857143,7931.714285714285,5.2
HYDERABAD-MYSORE,IndiGo,418.0,418.0,100.0
HYDERABAD-NAGPUR,IndiGo,1041.0,1041.0,100.0
HYDERABAD-NANDED,Ghodawat Enterprises (Fly91),178.42857142857142,178.42857142857142,100.0
HYDERABAD-NASIK,IndiGo,594.8571428571429,594.8571428571429,100.0
HYDERABAD-NAVI MUMBAI,IndiGo,600.0,1008.0,59.52
HYDERABAD-NAVI MUMBAI,Air India Express,408.0,1008.0,40.48
HYDERABAD-PATNA,IndiGo,1311.142857142857,1729.142857142857,75.83
HYDERABAD-PATNA,SpiceJet,418.0,1729.142857142857,24.17
HYDERABAD-PONDICHERRY,IndiGo,418.0,418.0,100.0
HYDERABAD-PORT BLAIR,IndiGo,231.14285714285717,231.14285714285717,100.0
HYDERABAD-PRAYAGRAJ,IndiGo,175.14285714285714,175.14285714285714,100.0
HYDERABAD-PUNE,IndiGo,2048.8571428571427,3000.142857142857,68.29
HYDERABAD-PUNE,Air India Express,417.1428571428571,3000.142857142857,13.9
HYDERABAD-PUNE,Ghodawat Enterprises (Fly91),298.0,3000.142857142857,9.93
HYDERABAD-PUNE,Alliance Air,236.1428571428572,3000.142857142857,7.87
HYDERABAD-PURNEA,IndiGo,356.57142857142856,356.57142857142856,100.0
HYDERABAD-RAIPUR,IndiGo,2086.857142857143,2204.2857142857147,94.67
HYDERABAD-RAIPUR,Alliance Air,117.42857142857142,2204.2857142857147,5.33
HYDERABAD-RAJAHMUNDRY,IndiGo,2506.285714285714,3759.285714285714,66.67
HYDERABAD-RAJAHMUNDRY,JustUdo Aviation (IndiaOne Air),1253.0,3759.285714285714,33.33
HYDERABAD-RAJKOT,IndiGo,418.0,418.0,100.0
HYDERABAD-RANCHI,IndiGo,834.2857142857142,834.2857142857142,100.0
HYDERABAD-SALEM,IndiGo,237.1428571428572,237.1428571428572,100.0
HYDERABAD-SHIRDI,IndiGo,418.0,418.0,100.0
HYDERABAD-SHIVAMOGGA,SpiceJet,418.0,627.0,66.67
HYDERABAD-SHIVAMOGGA,Ghodawat Enterprises (Fly91),209.0,627.0,33.33
HYDERABAD-SINDHUDURG,JustUdo Aviation (IndiaOne Air),417.0,417.0,100.0
HYDERABAD-SRINAGAR,IndiGo,411.2857142857143,587.4285714285714,70.01
HYDERABAD-SRINAGAR,Air India Express,176.14285714285714,587.4285714285714,29.99
HYDERABAD-SURAT,IndiGo,415.2857142857143,415.2857142857143,100.0
HYDERABAD-THIRUVANANTHAPURAM,IndiGo,829.4285714285714,829.4285714285714,100.0
HYDERABAD-TIRUCHIRAPALLY,IndiGo,414.57142857142856,414.57142857142856,100.0
HYDERABAD-TIRUPATI,IndiGo,2920.714285714286,3660.142857142857,79.8
HYDERABAD-TIRUPATI,Air India,418.0,3660.142857142857,11.42
HYDERABAD-TIRUPATI,Alliance Air,321.42857142857144,3660.142857142857,8.78
HYDERABAD-UDAIPUR,IndiGo,421.4285714285714,421.4285714285714,100.0
HYDERABAD-VADODARA,IndiGo,476.0,476.0,100.0
HYDERABAD-VARANASI,IndiGo,1253.142857142857,1253.142857142857,100.0
HYDERABAD-VIJAYAWADA,IndiGo,2502.285714285714,4170.142857142857,60.0
HYDERABAD-VIJAYAWADA,JustUdo Aviation (IndiaOne Air),1253.0,4170.142857142857,30.05
HYDERABAD-VIJAYAWADA,Air India Express,414.8571428571429,4170.142857142857,9.95
HYDERABAD-VISAKHAPATNAM,IndiGo,2924.285714285714,3760.285714285714,77.77
HYDERABAD-VISAKHAPATNAM,Air India Express,836.0,3760.285714285714,22.23
IMPHAL-KOLKATA,IndiGo,865.0,1255.4285714285716,68.9
IMPHAL-KOLKATA,SpiceJet,271.0,1255.4285714285716,21.59
IMPHAL-KOLKATA,Alliance Air,119.42857142857144,1255.4285714285716,9.51
IMPHAL-SHILLONG,IndiGo,177.42857142857144,177.42857142857144,100.0
IMPHAL-SILCHAR,Alliance Air,119.42857142857144,119.42857142857144,100.0
IMPHAL-TEZU,Alliance Air,179.14285714285714,179.14285714285714,100.0
INDORE-JABALPUR,IndiGo,418.0,418.0,100.0
INDORE-JAIPUR,IndiGo,835.1428571428571,835.1428571428571,100.0
INDORE-KOLKATA,IndiGo,418.0,627.0,66.67
INDORE-KOLKATA,Air India Express,209.0,627.0,33.33
INDORE-LUCKNOW,IndiGo,417.1428571428571,417.1428571428571,100.0
INDORE-MUMBAI,IndiGo,1935.142857142857,2829.142857142857,68.4
INDORE-MUMBAI,Air India,836.0,2829.142857142857,29.55
INDORE-MUMBAI,Ghodawat Enterprises (Fly91),58.0,2829.142857142857,2.05
INDORE-NAGPUR,IndiGo,418.0,418.0,100.0
INDORE-NAVI MUMBAI,IndiGo,523.0,523.0,100.0
INDORE-PUNE,IndiGo,953.1428571428572,1369.428571428571,69.6
INDORE-PUNE,Air India Express,416.2857142857143,1369.428571428571,30.4
INDORE-RAIPUR,IndiGo,418.0,418.0,100.0
INDORE-REWA,IndiGo,417.1428571428571,417.1428571428571,100.0
ITANAGAR-KOLKATA,IndiGo,418.0,418.0,100.0
ITANAGAR-TEZU,Alliance Air,119.42857142857144,119.42857142857144,100.0
JABALPUR-NAVI MUMBAI,IndiGo,418.0,418.0,100.0
JAGDALPUR-RAIPUR,Alliance Air,238.8571428571429,328.42857142857144,72.73
JAGDALPUR-RAIPUR,IndiGo,89.57142857142857,328.42857142857144,27.27
JAIPUR-KOLKATA,IndiGo,1251.428571428571,1251.428571428571,100.0
JAIPUR-KULLU,Alliance Air,119.42857142857144,119.42857142857144,100.0
JAIPUR-LUCKNOW,IndiGo,834.4285714285714,834.4285714285714,100.0
JAIPUR-MOPA,IndiGo,417.1428571428571,417.1428571428571,100.0
JAIPUR-MUMBAI,Air India,1253.142857142857,3328.428571428572,37.65
JAIPUR-MUMBAI,IndiGo,835.1428571428571,3328.428571428572,25.09
JAIPUR-MUMBAI,Air India Express,822.1428571428571,3328.428571428572,24.7
JAIPUR-MUMBAI,SpiceJet,418.0,3328.428571428572,12.56
JAIPUR-NAVI MUMBAI,IndiGo,716.5714285714286,716.5714285714286,100.0
JAIPUR-PUNE,IndiGo,418.0,773.8571428571429,54.02
JAIPUR-PUNE,Air India Express,355.8571428571429,773.8571428571429,45.98
JAIPUR-SURAT,IndiGo,418.0,418.0,100.0
